,Title,date added to alvro,type
3DS1493 - Youkai Sangokushi (Japan).rar,859.25 MB,2017-02-05 0:02,Rom Secen no rar
3DS0392 - One Piece - Unlimited Cruise SP (Japan).rar,859.06 MB,2016-01-05 1:01,Rom Secen no rar
3DS1525 - Yo-Kai Watch (Korea).rar,857.87 MB,2017-02-05 4:02,Rom Secen no rar
"3DS1120 - Sonic Boom - Shattered Crystal (Europe) (En,Fr,De,Es,It).rar",857.38 MB,2016-01-14 11:01,Rom Secen no rar
3DS0250 - Zero Escape - Virtues Last Reward (USA).rar,857.06 MB,2016-01-04 6:01,Rom Secen no rar
3DS0485 - Mario & Luigi - Dream Team (Usa).rar,856.65 MB,2016-01-06 2:01,Rom Secen no rar
3DS0426 - Hana to Ikimono Rittai Zukan (Japan).rar,855.13 MB,2016-01-05 23:01,Rom Secen no rar
3DS1102 - Sonic Boom - Shattered Crystal (USA).rar,853.38 MB,2016-01-14 10:01,Rom Secen no rar
3DS0218 - Hatsune Miku and Future Stars - Project Mirai (Japan).rar,852.86 MB,2016-01-04 4:01,Rom Secen no rar
"3DS0292 - Sonic & All-Stars Racing Transformed (Europe)(En,Fr,Ge,It,Es).rar",852.20 MB,2016-01-04 8:01,Rom Secen no rar
3DS1357 - Chibi-Robo! Zip Lash (USA).rar,851.78 MB,2016-01-16 20:01,Rom Secen no rar
z311 - Stretchmo (USA) (eShop).zip,85.88 MB,2016-05-03 3:05,EShop scene no rar
"3DS0593 - Cloudy with a Chance of Meatballs 2 (Europe) (En,Fr,De,It,Nl).rar",85.76 MB,2016-01-07 2:01,Rom Secen no rar
0285 - Fishdom H2O - Hidden Odyssey (Europe) (eShop).zip,85.74 MB,2016-03-03 14:03,EShop scene no rar
3DS0439 - Junior Classic Games 3D (Usa).rar,85.58 MB,2016-01-06 0:01,Rom Secen no rar
3DS0960 - Cloudy With a Chance of Meatballs 2 (Europe) (En).rar,85.41 MB,2016-01-11 3:01,Rom Secen no rar
"0283 - Brutus & Futee (Europe) (En,Fr,De) (eShop).zip",85.33 MB,2016-03-03 14:03,EShop scene no rar
0332 - Sweet Memories Blackjack (Europe) (eShop).zip,85.33 MB,2016-03-03 14:03,EShop scene no rar
3DS0639 - Sonic & All-Stars Racing Transformed(USA).rar,847.97 MB,2016-01-08 2:01,Rom Secen no rar
3DS0701 - Mario and Luigi RPG 4 - Dream Adventure (Japan).rar,845.15 MB,2016-01-08 22:01,Rom Secen no rar
"3DS0303 - Spider-Man Edge of Time (Europe)(En,Ge,It,Es)).rar",844.28 MB,2016-01-04 21:01,Rom Secen no rar
3DS0362 - Pokemon no Fushigi no Dungeon Magnagate to Mugendai no Meikyuu (Japan).rar,843.39 MB,2016-01-04 23:01,Rom Secen no rar
"3DS0585 - Skylanders Swap Force(Europe)(En,Fr,Ge,It,Es,Nl,Da,Sv,Nb,Fi).rar",842.45 MB,2016-01-07 2:01,Rom Secen no rar
3DS1643 - Puyo Puyo Chronicle (Japan).rar,842.09 MB,2017-03-03 12:03,Rom Secen no rar
3DS0471 - Skylanders - Swap Force (Usa).rar,842.04 MB,2016-01-06 1:01,Rom Secen no rar
"0179 - Urban Trial Freestyle (Europe) (En,Fr,De,Es,It) (eShop).zip",84.90 MB,2016-03-03 14:03,EShop scene no rar
"z022 - Pokemon Shuffle (World) (En,Ja,Fr,De,Es,It) (Rev 2) (eShop).zip",84.75 MB,2016-03-03 17:03,EShop scene no rar
"z112 - Pokemon Shuffle (World) (En,Ja,Fr,De,Es,It) (Rev 2) (eShop).zip",84.75 MB,2016-05-03 2:05,EShop scene no rar
"z021 - Pokemon Shuffle (World) (En,Ja,Fr,De,Es,It) (eShop).zip",84.64 MB,2016-03-03 17:03,EShop scene no rar
"z111 - Pokemon Shuffle (World) (En,Ja,Fr,De,Es,It) (Rev 1) (eShop).zip",84.64 MB,2016-05-03 2:05,EShop scene no rar
"0425 - Family Tennis 3D (Europe) (En,Fr,De,Es,It,Pt) (eShop).zip",84.63 MB,2016-03-03 15:03,EShop scene no rar
"z297 - Pokemon Shuffle (World) (En,Ja,Fr,De,Es,It) (eShop).zip",84.63 MB,2016-05-03 3:05,EShop scene no rar
3DS0515 - Classic Games Overload Card and Puzzle Edition (usa).rar,84.54 MB,2016-01-06 22:01,Rom Secen no rar
z051 - Urban Trial Freestyle (Japan) (eShop).zip,84.33 MB,2016-03-03 18:03,EShop scene no rar
0593 - Kamen Rider Atsume (Japan) (eShop) [b].zip,84.20 MB,2018-01-30 9:01,EShop scene no rar
3DS0154 - SpiderMan Edge of Time (Usa).rar,837.04 MB,2016-01-02 22:01,Rom Secen no rar
3DS1184 - Lost Heroes 2 - Premium Edition (Japan).rar,834.17 MB,2016-01-14 15:01,Rom Secen no rar
"3DS1473 - Mario & Sonic at the Rio 2016 Olympic Games (Europe) (En,Fr,De,Es,It,Nl).zip",833.09 MB,2016-05-02 13:05,Rom Secen no rar
3DS0361 - Fantasy Life (Japan).rar,831.64 MB,2016-01-04 23:01,Rom Secen no rar
3DS0290 - Professor Layton und die Maske der Wunder (Europe)(Ge).rar,831.41 MB,2016-01-04 8:01,Rom Secen no rar
3DS0646 - Deer Drive Legends(USA).rar,83.93 MB,2016-01-08 2:01,Rom Secen no rar
"z018 - Carps & Dragons (Europe) (En,Fr,De,Es,It) (eShop).zip",83.64 MB,2016-03-03 17:03,EShop scene no rar
"z107 - Carps & Dragons (Europe) (En,Fr,De,Es,It) (eShop).zip",83.64 MB,2016-05-03 2:05,EShop scene no rar
z019 - Hikudasu - Hippa Land (Japan) (eShop).zip,83.25 MB,2016-03-03 17:03,EShop scene no rar
z108 - Hikudasu - Hippa Land (Japan) (eShop).zip,83.25 MB,2016-05-03 2:05,EShop scene no rar
3DS0698 - Professor Layton en het Masker der Wonderen (Netherlands).rar,827.74 MB,2016-01-08 4:01,Rom Secen no rar
3DS0532 - Fantasy Life Link (JP).rar,827.14 MB,2016-01-07 0:01,Rom Secen no rar
3DS0064 - Layton Kyouju to Kiseki no Kamen (Japan).rar,826.80 MB,2016-01-02 2:01,Rom Secen no rar
3DS0394 - SD Gundam G Generation 3D (Japan).rar,826.72 MB,2016-01-05 1:01,Rom Secen no rar
3DS1241 - Girls Mode 3 - Kirakira-Code (Japan).rar,826.46 MB,2016-01-15 17:01,Rom Secen no rar
3DS0217 - Professeur Layton et le Masque des Miracles (Europe)(Fr).rar,826.34 MB,2016-01-04 4:01,Rom Secen no rar
3DS0582 - Professor Layton and the Miracle Mask (Europe)(En).rar,825.55 MB,2016-01-07 2:01,Rom Secen no rar
"3DS1342 - Skylanders SuperChargers Racing (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi).rar",825.29 MB,2016-01-16 19:01,Rom Secen no rar
"3DS0336 - Profesor Layton y la Mascara de los Prodigios, El (Spain).rar",825.12 MB,2016-01-04 22:01,Rom Secen no rar
3DS0338 - Il Layton e la maschera dei Miracoli (europe)(It).rar,824.93 MB,2016-01-04 22:01,Rom Secen no rar
0399 - Layton Kyouju to Kiseki no Kamen+ (Japan) (eShop).zip,824.34 MB,2016-03-03 15:03,EShop scene no rar
3DS0533 - Yokai Watch (JP).rar,823.03 MB,2016-01-07 0:01,Rom Secen no rar
3DS1334 - Tetsudou Nippon! Rosen Tabi - Yui Rail-Hen (Japan).rar,822.77 MB,2016-01-16 18:01,Rom Secen no rar
3DS0253 - Professor Layton and the Miracle Mask (Usa).rar,821.26 MB,2016-01-04 7:01,Rom Secen no rar
0419 - Hippariinya! (Japan) (eShop).zip,82.76 MB,2016-03-03 15:03,EShop scene no rar
"3DS0208 - Battleship (Europe) (En,Fr,Ge,It,Es).rar",82.72 MB,2016-01-04 3:01,Rom Secen no rar
3DS1077 - Poptropica Forgotten Islands (Usa).rar,82.49 MB,2016-01-13 4:01,Rom Secen no rar
0545 - Ninja Usagimaru - The Gem of Blessings (USA) (eShop).zip,82.47 MB,2016-03-03 16:03,EShop scene no rar
3DS1475 - Disney Anna to Yuki no Joou - Olaf no Okurimono (Japan).zip,82.24 MB,2016-05-02 13:05,Rom Secen no rar
"3DS0570 - Games Festival 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi).3ds.rar",82.08 MB,2016-01-07 2:01,Rom Secen no rar
"3DS0771 - Real Heroes - Firefighter 3D (Europe) (En,Fr,De,Es,It).rar",819.97 MB,2016-01-09 2:01,Rom Secen no rar
"3DS0270 - Animal Crossing - New Leaf (Europe)(En,Fr,Ge,It,Es)(Proper).rar",817.85 MB,2016-01-04 7:01,Rom Secen no rar
3DS0434 - Etrian Odyssey Untold - The Millennium Girl (Usa).rar,817.32 MB,2016-01-06 0:01,Rom Secen no rar
3DS1181 - Lost Heroes 2 (Japan).rar,816.48 MB,2016-01-14 14:01,Rom Secen no rar
3DS0913 - Etrian Odyssey Untold The Millennium Girl (Europe) (En).rar,816.05 MB,2016-01-11 2:01,Rom Secen no rar
z240 - Dragon Fantasy - The Volumes of Westeria (USA) (eShop).zip,81.97 MB,2016-05-03 2:05,EShop scene no rar
3DS0811 - Sudoku - 7 Other Complex Puzzles By Nikoli (Europe)(En).rar,81.93 MB,2016-01-09 11:01,Rom Secen no rar
"3DS0168 - Mahjong 3D Warriors of the Emperor (Europe) (En,Fr,Ge,ES).rar",81.88 MB,2016-01-02 23:01,Rom Secen no rar
"3DS0957 - Farming Simulator 14 (Europe) (En,Fr,De,Es,It,Pt,Ru).rar",81.88 MB,2016-01-11 3:01,Rom Secen no rar
0453 - World Conqueror 3D (Europe) (eShop).zip,81.75 MB,2016-03-03 16:03,EShop scene no rar
"3DS1472 - Luv Me Buddies Wonderland (Europe) (En,Fr,De,Es,It).zip",81.70 MB,2016-05-02 13:05,Rom Secen no rar
3DS1422 - Kaite Oboeru - DoraGana (Japan).zip,81.46 MB,2016-05-02 10:05,Rom Secen no rar
3DS1590 - Kobito Game Taizen (Japan).rar,81.27 MB,2017-02-05 5:02,Rom Secen no rar
3DS1608 - PriPara Mezameyo! Megami no Dress Design (Japan).rar,800.10 MB,2017-02-05 5:02,Rom Secen no rar
"3DS1107 - Tetris Ultimate (Europe) (En,Fr,De,Es,It).rar",80.96 MB,2016-01-14 11:01,Rom Secen no rar
0521 - Loop Line Racing (Japan) (eShop).zip,80.82 MB,2016-03-03 16:03,EShop scene no rar
"z142 - Toki Tori 3D (Europe) (En,Fr,De,Es,It) (eShop).zip",80.64 MB,2016-05-03 2:05,EShop scene no rar
3DS0635 - Mahjong 3D - Warriors of the Emperor(USA).rar,80.62 MB,2016-01-08 1:01,Rom Secen no rar
"0481 - BOXBOY! (Europe) (En,Fr,De,Es,It) (eShop).zip",80.62 MB,2016-03-03 16:03,EShop scene no rar
3DS1483 - Pom Pom Purin - Corocoro Daibouken (Japan).rar,80.40 MB,2017-02-05 0:02,Rom Secen no rar
"0276 - Planet Crashers (Europe) (En,Fr,De,Es,It) (eShop).zip",80.36 MB,2016-03-03 14:03,EShop scene no rar
"0395 - Heavy Fire - Special Operations 3D (Europe) (En,Fr,De,Es,It) (eShop).zip",80.33 MB,2016-03-03 15:03,EShop scene no rar
3DS0499 - Battleship (Usa).rar,80.32 MB,2016-01-06 2:01,Rom Secen no rar
"z123 - Nintendo Badge Arcade (Europe) (En,Fr,De,Es,It) (eShop).zip",80.32 MB,2016-05-03 2:05,EShop scene no rar
"0458 - BOXBOY! (USA) (En,Fr,Es) (eShop).zip",80.21 MB,2016-03-03 16:03,EShop scene no rar
0059 - Wario Land 4 (USA) (GBA) (Virtual Console).zip,8.97 MB,2016-03-03 13:03,EShop scene no rar
z047 - Isshoni Photo Pikmin (Japan) (eShop).zip,8.96 MB,2016-03-03 18:03,EShop scene no rar
0132 - 3D Sonic the Hedgehog (USA) (eShop).zip,8.90 MB,2016-03-03 13:03,EShop scene no rar
0070 - Metroid Fusion (Japan) (GBA) (Virtual Console).zip,8.87 MB,2016-03-03 13:03,EShop scene no rar
0454 - Mighty Gunvolt (Europe) (eShop).zip,8.85 MB,2016-03-03 16:03,EShop scene no rar
"0057 - WarioWare, Inc. - Mega Microgame$! (USA) (GBA) (Virtual Console).zip",8.83 MB,2016-03-03 13:03,EShop scene no rar
0072 - Wario Land Advance - Youki no Otakara (Japan) (GBA) (Virtual Console).zip,8.78 MB,2016-03-03 13:03,EShop scene no rar
z045 - Isshoni Photo Doubutsu no Mori (Japan) (eShop).zip,8.72 MB,2016-03-03 18:03,EShop scene no rar
0067 - Made in Wario (Japan) (GBA) (Virtual Console).zip,8.70 MB,2016-03-03 13:03,EShop scene no rar
"0432 - Music on - Electric Guitar (Europe) (En,Fr,De,Es,It) (eShop).zip",8.34 MB,2016-03-03 16:03,EShop scene no rar
0429 - 3D OutRun (Europe) (eShop).zip,8.19 MB,2016-03-03 15:03,EShop scene no rar
z056 - 3D OutRun (Japan) (eShop).zip,8.09 MB,2016-03-03 18:03,EShop scene no rar
"z235 - Legend of Zelda, The - Oracle of Seasons (Europe) (En,Fr,De,Es,It) (GBC) (Virtual Console).zip",8.05 MB,2016-05-03 2:05,EShop scene no rar
z367 - Epic Word Search - Collection 2 (Europe).zip,8 MB,2018-01-30 9:01,EShop scene no rar
3DS1310 - Langrisser - Re - Incarnation Tensei (Japan).rar,797.89 MB,2016-01-16 17:01,Rom Secen no rar
3DS1019 - Farming Simulator 14 - Pocket Nouen 2 (Japan).rar,79.68 MB,2016-01-12 23:01,Rom Secen no rar
"z145 - Magic Hammer, The (Europe) (eShop) [b].zip",79.51 MB,2016-05-03 2:05,EShop scene no rar
"z237 - Magic Hammer, The (USA) (eShop).zip",79.41 MB,2016-05-03 2:05,EShop scene no rar
3DS0372 - Touch! Double Pen Sports (Japan).rar,79.28 MB,2016-01-05 0:01,Rom Secen no rar
"3DS0760 - Best of Board Games (Europe) (En,Fr,De,Es,It,Nl).rar",79.20 MB,2016-01-09 1:01,Rom Secen no rar
z015 - Puchi Noberu - Kyouiki no Ichigatsu (Japan) (eShop).zip,79.13 MB,2016-03-03 17:03,EShop scene no rar
z104 - Puchi Noberu - Kyouiki no Ichigatsu (Japan) (eShop).zip,79.13 MB,2016-05-03 1:05,EShop scene no rar
0293 - Nekketsu Mahou Monogatari (Japan) (eShop).zip,79.02 MB,2016-03-03 14:03,EShop scene no rar
3DS0689 - Winning Eleven 3DSoccer (Japan).rar,789.13 MB,2016-01-08 4:01,Rom Secen no rar
3DS0614 - PazuDora Z - Puzzle & Dragons(Japan).rar,787.85 MB,2016-01-08 1:01,Rom Secen no rar
3DS0653 - Magi - Aratanaru Sekai (Japan).rar,785.77 MB,2016-01-08 2:01,Rom Secen no rar
"3DS0196 - Spirit Camera - The Cursed Memoir (Europe) (En,Fr,Ge,It,Es).rar",782.57 MB,2016-01-03 0:01,Rom Secen no rar
"3DS0142 - Sports Island 3D (Europe) (En,Fr,Ge,It,Es).rar",781.58 MB,2016-01-02 22:01,Rom Secen no rar
3DS0677 - Shin Sekaiju no Meikyuu - Millennium no Shoujo (Japan).rar,781.19 MB,2016-01-08 3:01,Rom Secen no rar
3DS0608 - Disney Frozen - Olafs Quest(USA).rar,78.93 MB,2016-01-08 0:01,Rom Secen no rar
"0396 - Heavy Fire - Black Arms 3D (Europe) (En,Fr,De,Es,It) (eShop).zip",78.91 MB,2016-03-03 15:03,EShop scene no rar
0191 - Shaun the Sheep - Episode 1 - 5 (Europe) (eShop) (Video).zip,78.78 MB,2016-03-03 14:03,EShop scene no rar
3DS0488 - Moshi Monsters - Katsuma Unleashed (Usa).rar,78.64 MB,2016-01-06 2:01,Rom Secen no rar
3DS0985 - Farming Simulator 14 (Usa).rar,78.52 MB,2016-01-11 5:01,Rom Secen no rar
"0426 - Family Kart 3D (Europe) (En,Fr,De,Es,It,Pt) (eShop).zip",78.33 MB,2016-03-03 15:03,EShop scene no rar
"3DS0014 - Ridge Racer 3D (Europe) (En,Fr,Ge,It,Es).rar",779.54 MB,2016-01-02 0:01,Rom Secen no rar
3DS0025 - Ridge Racer 3D (Japan).rar,779.54 MB,2016-01-02 0:01,Rom Secen no rar
3DS0031 - Ridge Racer 3D (U).rar,779.54 MB,2016-01-02 0:01,Rom Secen no rar
3DS0587 - Senran Kagura - Shoujotachi no Shinei (Japan).rar,777.69 MB,2016-01-07 2:01,Rom Secen no rar
3DS0751 - Dragon Ball Heroes - Ultimate Mission (Japan).rar,774.18 MB,2016-01-09 1:01,Rom Secen no rar
"3DS1420 - Story of Seasons (Europe) (En,Fr,De,Es,It).zip",773.53 MB,2016-05-02 9:05,Rom Secen no rar
3DS1480 - Langrisser Re - Incarnation -TENSEI- (USA).rar,773.11 MB,2017-02-05 0:02,Rom Secen no rar
"3DS0324 - LEGO City Undercover - The Chase Begins Europe)(En,Fr,Ge,It,Es,Nl,Da,Pt,Ru).rar",772.44 MB,2016-01-04 22:01,Rom Secen no rar
3DS0493 - Animal Crossing - New Leaf (Usa).rar,771.97 MB,2016-01-06 2:01,Rom Secen no rar
0590 - Puyo Puyo Chronicle (Japan) (eShop) [b].zip,771.82 MB,2018-01-30 9:01,EShop scene no rar
"3DS1849 - Mario & Luigi - Bowser's Inside Story + Bowser Jr.'s Journey (Europe) (En,Fr,Gr,It,Sp).rar",770.59 MB,2019-01-27 21:01,Rom Secen no rar
"3DS0878 - Jewel Match 3 (Europe) (En,Fr,De,Nl).rar",77.91 MB,2016-01-09 13:01,Rom Secen no rar
z016 - Hako Boy! (Japan) (eShop).zip,77.75 MB,2016-03-03 17:03,EShop scene no rar
z105 - Hako Boy! (Japan) (eShop).zip,77.75 MB,2016-05-03 2:05,EShop scene no rar
"3DS1238 - Pazuru (Europe) (En,Fr,De,Es).rar",77.73 MB,2016-01-15 17:01,Rom Secen no rar
3DS1108 - Tetris Ultimate (USA).rar,77.07 MB,2016-01-14 11:01,Rom Secen no rar
"3DS0588 - Disney Frozen - Olafs Quest(Europe)(En,Fr,Ge,It,Nl).rar",77.04 MB,2016-01-07 2:01,Rom Secen no rar
3DS0262 - LEGO City Undercover The Chase Begins (Usa).rar,767.97 MB,2016-01-04 7:01,Rom Secen no rar
3DS0847 - Starry Sky - In Winter 3D (Japan).rar,766.86 MB,2016-01-09 12:01,Rom Secen no rar
"3DS0988 - Pro Evolution Soccer 2011 3D (Europe) (Es,It).rar",764.20 MB,2016-01-11 5:01,Rom Secen no rar
3DS1222 - PriPara and Pretty Rhythm P_ara de Tsukaeru Oshare Item 1450(Japan).rar,763.58 MB,2016-01-15 16:01,Rom Secen no rar
"3DS1226 - Hello Kitty & Sanrio Friends 3D Racing (Europe) (En,Fr,De,Es,It,Nl).rar",76.99 MB,2016-01-15 16:01,Rom Secen no rar
3DS1113 - Winx Club - Saving Alfea (USA).rar,76.88 MB,2016-01-14 11:01,Rom Secen no rar
3DS1139 - Anpanman to Touch de Waku Waku Training (Japan).rar,76.75 MB,2016-01-14 13:01,Rom Secen no rar
0586 - Kamen Rider Ghost - Game de Kaigan!! (Japan) (eShop) [b].zip,76.58 MB,2018-01-30 9:01,EShop scene no rar
"3DS1517 - Mike the Knight and the Great Gallop (Europe) (En,Fr,De,Es,It,Nl).rar",76.52 MB,2017-02-05 4:02,Rom Secen no rar
3DS0972 - Moshi Monsters - Katsuma Unleashed (Europe)(En).rar,76.36 MB,2016-01-11 4:01,Rom Secen no rar
3DS0129 - Petz Fantasy 3D (Usa).rar,76.31 MB,2016-01-02 21:01,Rom Secen no rar
"0340 - Marvel Pinball 3D (Europe) (En,Fr,De,Es,It) (eShop).zip",76.31 MB,2016-03-03 14:03,EShop scene no rar
"3DS0327 - Petz Fantasy 3D (Europe)(En,Fr,Ge,It,Es,Nl,Da,No,Sw)).rar",76.28 MB,2016-01-04 22:01,Rom Secen no rar
3DS0700 - Pretty Rhythm - My Deco Rainbow Wedding (Japan).rar,757.59 MB,2016-01-08 4:01,Rom Secen no rar
z308 - Bravely Default (Tappuri Muryou de Asoberu Ban) (Japan) (eShop).zip,753.22 MB,2016-05-03 3:05,EShop scene no rar
"3DS0285 - Transformers Prime - The Game (Europe)(En,Fr,Ge,It,Es,Nl,Sv).rar",750.70 MB,2016-01-04 8:01,Rom Secen no rar
3DS1236 - Jewel Link - Double Pack - Safari Quest & Atlantic Quest (Europe) (En).rar,75.89 MB,2016-01-15 16:01,Rom Secen no rar
z083 - Brave Tank Hero (Europe) (eShop).zip,75.89 MB,2016-05-03 1:05,EShop scene no rar
"3DS0896 - Best of Arcade Games( Europe) ( En,Ge,Fr,Sp,It,Nl).rar",75.88 MB,2016-01-09 14:01,Rom Secen no rar
0280 - European Conqueror 3D (Europe) (eShop).zip,75.87 MB,2016-03-03 14:03,EShop scene no rar
"0086 - Rusty's Real Deal Baseball (USA) (En,Fr,Es) (eShop).zip",75.83 MB,2016-03-03 13:03,EShop scene no rar
z316 - European Conqueror 3D (USA) (eShop).zip,75.81 MB,2016-05-03 3:05,EShop scene no rar
"3DS1151 - Crazy Construction (Europe) (En,Fr,De).rar",75.77 MB,2016-01-14 13:01,Rom Secen no rar
z119 - Brave Tank Hero (USA) (eShop).zip,75.77 MB,2016-05-03 2:05,EShop scene no rar
0193 - Shaun the Sheep - Episode 6 - 10 (Europe) (eShop) (Video).zip,75.64 MB,2016-03-03 14:03,EShop scene no rar
0236 - Marvel Pinball 3D (USA) (eShop).zip,75.49 MB,2016-03-03 14:03,EShop scene no rar
"0034 - Edge (Europe) (En,Fr,De,Es,It,Nl,Pt) (eShop).zip",75.15 MB,2016-03-03 13:03,EShop scene no rar
"z267 - Edge (Europe) (En,Fr,De,Es,It,Nl,Pt) (eShop).zip",75.15 MB,2016-05-03 2:05,EShop scene no rar
z328 - Edge (USA) (eShop).zip,75.11 MB,2016-05-03 3:05,EShop scene no rar
0554 - Bike Rider DX (Europe) (eShop).zip,75.08 MB,2016-03-03 17:03,EShop scene no rar
0240 - Bike Rider DX (USA) (eShop).zip,75.07 MB,2016-03-03 14:03,EShop scene no rar
3DS0824 - World Soccer Winning Eleven 2013 (Japan).rar,748.99 MB,2016-01-09 12:01,Rom Secen no rar
"0080 - New Super Mario Bros. 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (DLC).zip",746.49 KB,2016-03-03 13:03,EShop scene no rar
"3DS0308 - Ice Age Continental Drift (Europe)(En,Fr,Ge,It,Es).rar",746.08 MB,2016-01-04 21:01,Rom Secen no rar
3DS0248 - Etrian Odyssey IV - Legends of the Titan (Usa).rar,745.87 MB,2016-01-04 6:01,Rom Secen no rar
3DS0135 - Deca Sports Extreme (Usa).rar,745.85 MB,2016-01-02 21:01,Rom Secen no rar
"3DS0383 - Etrian Odyssey IV Legends of the Titan (Europe)(En,Ge).rar",744.64 MB,2016-01-05 0:01,Rom Secen no rar
3DS1078 - Skylanders Trap Team (Usa).rar,744.25 MB,2016-01-13 4:01,Rom Secen no rar
3DS0237 - Sekaiju no Meikyuu IV Denshou no Kyoshin (Japan).rar,743.30 MB,2016-01-04 5:01,Rom Secen no rar
3DS0555 - Digimon World ReDigtize Decode (jp).rar,742.69 MB,2016-01-07 1:01,Rom Secen no rar
3DS0219 - Project X Zone (Japan).rar,742.43 MB,2016-01-04 4:01,Rom Secen no rar
z009 - Chari-Sou DX (Japan) (eShop).zip,74.95 MB,2016-03-03 17:03,EShop scene no rar
z098 - Chari-Sou DX (Japan) (eShop).zip,74.95 MB,2016-05-03 1:05,EShop scene no rar
"3DS0574 - My Little Baby 3D (Europe) (En,Fr,De,Es,It).rar",74.62 MB,2016-01-07 2:01,Rom Secen no rar
0330 - Picdun 2 - Witch's Curse (Europe) (eShop).zip,74.40 MB,2016-03-03 14:03,EShop scene no rar
0106 - Picdun 2 - Witch's Curse (USA) (eShop).zip,74.21 MB,2016-03-03 13:03,EShop scene no rar
3DS1630 - Jikkyou Powerful Pro Yakyuu Heroes (Japan).rar,739.73 MB,2017-02-05 15:02,Rom Secen no rar
3DS0203 - Dragon Quest Monsters Terry no Wonderland 3D (Japan).rar,739.25 MB,2016-01-04 3:01,Rom Secen no rar
"3DS1187 - Ace Combat - Assault Horizon Legacy+ (Europe) (En,Fr,De,Es,It).rar",738.73 MB,2016-01-14 15:01,Rom Secen no rar
3DS1180 - Ace Combat 3D - Cross Rumble+ (Japan).rar,736.87 MB,2016-01-14 14:01,Rom Secen no rar
3DS1847 - Mario & Luigi - Bowser's Inside Story + Bowser Jr.'s Journey (USA).rar,736.39 MB,2019-01-27 21:01,Rom Secen no rar
3DS0300 - Transformers Prime - The Game (Usa).rar,736.20 MB,2016-01-04 8:01,Rom Secen no rar
3DS1318 - Ace Combat - Assault Horizon Legacy+ (Usa).rar,734.86 MB,2016-01-16 17:01,Rom Secen no rar
3DS0755 - Pretty Rhythm - Rainbow Live Kira Kira My Design (Japan).rar,732.49 MB,2016-01-09 1:01,Rom Secen no rar
3DS0353 - Tobidase Doubutsu no Mori (Japan).rar,730.49 MB,2016-01-04 22:01,Rom Secen no rar
0192 - Shaun the Sheep - Episode 11 - 15 (Europe) (eShop) (Video).zip,73.93 MB,2016-03-03 14:03,EShop scene no rar
0496 - Excave II - Wizard of the Underworld (Europe) (eShop).zip,73.90 MB,2016-03-03 16:03,EShop scene no rar
3DS0519 - Doraemon and Nobita Number Adventure CHT (JP) .rar,73.73 MB,2016-01-06 23:01,Rom Secen no rar
"0215 - Jett Rocket II - The Wrath of Taikai (Europe) (En,Fr,De,Es) (eShop).zip",73.30 MB,2016-03-03 14:03,EShop scene no rar
"3DS0009 - Puzzle Bobble Universe 3D (Europe) (En,Fr,Ge,It,Es).rar",73.23 MB,2016-01-01 21:01,Rom Secen no rar
3DS1354 - Are You Smarter Than a 5th Grader (Usa).rar,73.08 MB,2016-01-16 20:01,Rom Secen no rar
"3DS0062 - Transformers Dark of the Moon Stealth Force Edition (Europe) (En,Fr,Ge,It,Es).rar",727.64 MB,2016-01-02 2:01,Rom Secen no rar
3DS1498 - Tobidase Doubutsu no Mori (Japan) (Rev 1).rar,726.17 MB,2017-02-05 0:02,Rom Secen no rar
"3DS1468 - Mario & Sonic at the Rio 2016 Olympic Games (USA) (En,Fr,Es).zip",723.34 MB,2016-05-02 12:05,Rom Secen no rar
3DS0363 - Labyrinth no Kanata (Japan).rar,723.26 MB,2016-01-04 23:01,Rom Secen no rar
3DS0527 - Batman Arkham Origins Blackgate (USA).rar,721.41 MB,2016-01-06 23:01,Rom Secen no rar
3DS0184 - Gundam - The 3D Battle (Japan).rar,721.18 MB,2016-01-02 23:01,Rom Secen no rar
3DS0823 - World Soccer Winning Eleven 2012 (Japan).rar,720.93 MB,2016-01-09 12:01,Rom Secen no rar
3DS1112 - Hello Kitty and Sanrio Friends 3D Racing (Usa).rar,72.79 MB,2016-01-14 11:01,Rom Secen no rar
"0365 - 101 Dino Pets 3D (Europe) (En,Fr,De,Es,It) (eShop).zip",72.73 MB,2016-03-03 15:03,EShop scene no rar
3DS0782 - Bandai Namco Games Presents J Legend Retsuden (Japan).rar,72.64 MB,2016-01-09 2:01,Rom Secen no rar
z048 - Swords & Darkness (Japan) (eShop).zip,72.61 MB,2016-03-03 18:03,EShop scene no rar
"3DS0284 - Shifting World (Europe)(En,Fr,Ge,It,Es,Nl,Pt,Ru).rar",72.49 MB,2016-01-04 8:01,Rom Secen no rar
z122 - Nintendo Badge Arcade (USA) (eShop).zip,72.33 MB,2016-05-03 2:05,EShop scene no rar
3DS0825 - World Soccer Winning Eleven 2014 (Japan).rar,719.10 MB,2016-01-09 12:01,Rom Secen no rar
"3DS0468 - Batman - Arkham Origins Blackgate (Europe)(En,Fr,Ge,It,Es).rar",719.02 MB,2016-01-06 1:01,Rom Secen no rar
"3DS0048 - Captain America Super Soldier (Europe) (En,Fr,Ge,It,Es).rar",718.55 MB,2016-01-02 1:01,Rom Secen no rar
